"SENTIDO","NAVEGACAO","PAIS_PORTO_ESTRANG","BERCO","ATRACACAO","MES_ATRAC","ANO_ATRAC","DESATRACACAO","ANO_DESAT","CAPITULO","SECAO","TIPO_CARGA","GRUPOANTAQ"
"Embarque","CB","GUATEMALA","201","21/03/2025 07:25","3","2025","3/21/2925 7:25","2025",""," Bijupirá (Cobia*) (Rachycentron canadum) ","GRANEL SÓLIDO","Hidroxilados, com propriedades adesivas "
"Embarque","LC","GUERNSEY, ILHA DO CANAL (INCLUI ALDERNEY E SARK)","201","11/03/2025 01:30","3","2025","3/11/2925 1:31","2025",""," Espadarte (Xiphias gladius) ","GRANEL SÓLIDO","Outros "
"Desembarque","LC","GUIANA","201","11/03/2025 01:30","3","2025","3/11/2925 1:31","2025",""," Outros","GRANEL SÓLIDO","Silicones em formas primárias."
"Desembarque","LC","GUIANA FRANCESA","201","11/03/2025 01:30","3","2025","3/11/2925 1:31","2025","","Espadins, marlins, veleiros (Istiophoridae) ","GRANEL SÓLIDO","Óleos"
"Desembarque","LC","GUINE","201","11/03/2025 01:30","3","2025","3/11/2925 1:31","2025","","Outros ","GRANEL SÓLIDO","Misturas de pré-polímeros lineares e cíclicos, obtidos por hidrólise de dimetildiclorosilano, de peso molecular médio inferior ou igual a 8.800 "
"Desembarque","LC","GUINE-BISSAU","201","11/03/2025 01:30","3","2025","3/11/2925 1:31","2025",""," Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, exceto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99C253","GRANEL SÓLIDO","Polidimetilsiloxano, polimetilidrogenosiloxano ou misturas destes produtos, em dispersão "
"Desembarque","LC","GUINE-EQUATORIAL","201","11/03/2025 01:30","3","2025","3/11/2925 1:31","2025",""," Bacalhaudoatlântico (Gadus morhua), bacalhaudagroelândia (Gadus ogac) e bacalhaudopacífico (Gadus macrocephalus) ","GRANEL SÓLIDO","Copolímeros de dimetilsiloxano com compostos vinílicos, de viscosidade igual ou superior a 1.000.000 cSt "
"Desembarque","LC","HAITI","201","11/03/2025 01:30","3","2025","3/11/2925 1:31","2025",""," Hadoque (Arinca*) (Melanogrammus aeglefinus) ","GRANEL SÓLIDO","Outros "
"Desembarque","LC","HOLANDA (PAISES BAIXOS)","201","11/03/2025 01:30","3","2025","3/11/2925 1:31","2025",""," Saithe (Escamudo*) (Pollachius virens) ","GRANEL SÓLIDO","Elastômeros"
"Embarque","CB","HONDURAS","301","06/03/2025 05:45","3","2025","3/3/2925 5:55","2025",""," Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.) ","GRANEL SÓLIDO","De vulcanização a quente "
"Desembarque","CB","HONG KONG","301","02/03/2025 11:25","3","2025","3/2/2925 11:25","2025",""," Polacadoalasca (Escamudodoalasca*) (Theragra chalcogramma) ","GRANEL SÓLIDO","Outros "
"Desembarque","CB","HUNGRIA","301","02/03/2025 11:25","3","2025","3/2/2925 11:25","2025",""," Verdinhos (Micromesistius poutassou, Micromesistius australis) ","GRANEL SÓLIDO","Resinas "
"Desembarque","CB","IEMEN","301","02/03/2025 11:25","3","2025","3/2/2925 11:25","2025",""," Outros ","GRANEL SÓLIDO","Outros "
"Desembarque","LC","INDIA","301","11/03/2025 15:30","3","2025","3/11/2925 15:31","2025",""," Tilápias (Oreochromis spp.), bagres (peixesgato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), percadonilo (Lates niloticus) e peixes cabeçade serpente (Channa spp.), exceto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99","GRANEL SÓLIDO","Resinas de petróleo, resinas de cumarona-indeno, politerpenos, polissulfetos, polissulfonas e outros produtos mencionados na Nota 3 do presente Capítulo, não especificados nem compreendidos noutras posições, em formas primárias."
"Desembarque","LC","INDONESIA","202","01/03/2025 13:00","3","2025","3/1/2925 13:04","2025",""," Tilápias (Oreochromis spp.) ","GRANEL SÓLIDO","- Resinas de petróleo, resinas de cumarona, resinas de indeno, resinas de cumarona-indeno e politerpenos"
"Embarque","LC","IRA","202","01/03/2025 13:00","3","2025","3/1/2925 13:04","2025",""," Bagres (Peixesgato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","GRANEL SÓLIDO","Com carga "
"Embarque","CB","IRAQUE","102","3/23/2025 7:50","3","2025","3/23/2925 7:50","2025","","Bagre americano (Ictalurus punctatus) ","GRANEL LÍQUIDO","Sem carga"
"Embarque","CB","IRLANDA","102","3/23/2025 7:50","3","2025","3/23/2925 7:50","2025","","Outros ","GRANEL LÍQUIDO","Resinas de petróleo, total ou parcialmente hidrogenadas, de Cor Gardner inferior a 3, segundo Norma ASTM D 1544 "
"Embarque","CB","ISLANDIA","102","3/23/2025 7:50","3","2025","3/23/2925 7:50","2025",""," Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) ","GRANEL LÍQUIDO","Outros "
"Embarque","CB","ISRAEL","102","3/23/2025 7:50","3","2025","3/23/2925 7:50","2025",""," Enguias (Anguilla spp.) ","GRANEL LÍQUIDO","- Poli(1,3-fenileno metilfosfonato) "
"Desembarque","CB","ITALIA","201","3/9/2025 23:30","3","2025","3/9/2925 23:31","2025",""," Outros ","GRANEL SÓLIDO","- Outros"
"Desembarque","CB","JAMAICA","201","3/9/2025 23:30","3","2025","3/9/2925 23:31","2025",""," Outros peixes, exceto subprodutos comestíveis de peixes das subposições 0302.91 a 0302.99","GRANEL SÓLIDO","Com carga"
"Embarque","LC","JAPAO","101","03/03/2025 16:45","3","2025","3/3/2925 16:55","2025",""," Cação e outros tubarões ","GRANEL LÍQUIDO","Politerpenos modificados quimicamente, exceto com fenóis "
"Embarque","CB","JERSEY, ILHA DO CANAL","101","14/03/2025 08:30","3","2025","3/22/2925 8:31","2025",""," Raias (Rajidae) ","GRANEL LÍQUIDO","Polieterimidas (PEI) e seus copolímeros "
"Embarque","CB","JOHNSTON","101","14/03/2025 08:30","3","2025","3/22/2925 8:31","2025",""," Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.)","GRANEL LÍQUIDO","Polietersulfonas (PES) e seus copolímeros "
"Desembarque","CB","JORDANIA","201","17/03/2025 03:00","3","2025","3/17/2925 3:04","2025","","Merluza negra (Dissostichus eleginoides) ","GRANEL SÓLIDO","Poli(sulfeto de fenileno) "
"Desembarque","CB","KIRIBATI","201","17/03/2025 03:00","3","2025","3/17/2925 3:04","2025","","Merluza antártica (Dissostichus mawsoni) ","GRANEL SÓLIDO","Outros "
"Desembarque","CB","KUWEIT","201","14/03/2025 23:40","3","2025","3/22/2925 23:40","2025",""," Robalos (Dicentrarchus spp.) ","GRANEL SÓLIDO","Sem carga"
"Embarque","CB","LAOS","201","20/03/2025 09:40","3","2025","3/29/2925 9:40","2025",""," Esparídeos (Sparidae) ","GRANEL SÓLIDO","Politerpenos modificados quimicamente, exceto com fenóis "
"Embarque","CB","LESOTO","201","20/03/2025 09:40","3","2025","3/29/2925 9:40","2025",""," Outros","GRANEL SÓLIDO","Poli(sulfeto de fenileno) "
"Embarque","LC","LETONIA","101","3/23/2025 23:20","3","2025","3/23/2925 23:29","2025","","Pargo (Lutjanus purpureus) ","GRANEL LÍQUIDO","Polietilenaminas "
"Embarque","CB","LIBANO","202","3/14/2025 15:23","3","2025","3/22/2925 15:23","2025","","Chernepoveiro (Polyprion americanus), garoupas (Acanthistius spp.), esturjão (Acipenser baerii) e
peixesrei (Atherina spp.)","GRANEL SÓLIDO","Polieterimidas (PEI) e seus copolímeros "
"Embarque","CB","LIBERIA","202","3/14/2025 15:23","3","2025","3/22/2925 15:23","2025","","Chernepoveiro (Polyprion americanus) ","GRANEL SÓLIDO","Polietersulfonas (PES) e seus copolímeros "
"Embarque","CB","LIBIA","301","3/10/2025 16:00","3","2025","3/8/2925 16:04","2025","","Garoupas (Acanthistius spp.) ","GRANEL SÓLIDO","Polissulfonas "
"Embarque","CB","LIECHTENSTEIN","301","16/03/2025 04:40","3","2025","3/16/2925 11:40","2025","","Esturjão (Acipenser baerii) ","GRANEL SÓLIDO","Cloreto de hexadimetrina "
"Embarque","CB","LITUANIA","202","24/03/2025 02:55","3","2025","3/24/2925 2:55","2025","","Peixesrei (Atherina spp.) ","GRANEL SÓLIDO","Outros "
"Embarque","CB","LUXEMBURGO","202","24/03/2025 02:55","3","2025","3/24/2925 2:55","2025","","Curimatãs (Prochilodus spp.), tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíra (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucu (Arapaima gigas) e pescadas (Cynoscion spp.)","GRANEL SÓLIDO","Celulose e seus derivados químicos, não especificados nem compreendidos noutras posições, em formas primárias."
"Embarque","LC","MACAU","101","20/03/2025 08:17","3","2025","3/29/2925 8:17","2025","","Curimatãs (Prochilodus spp.) ","GRANEL LÍQUIDO","- Acetatos de celulose:"
"Embarque","CB","MACEDONIA DO NORTE","202","16/03/2025 13:25","3","2025","3/16/2925 13:25","2025","","Tilápias (Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos) ","GRANEL SÓLIDO","-- Não plastificados"
"Embarque","CB","MADAGASCAR","301","3/15/2025 13:35","3","2025","3/15/2925 13:35","2025","","Surubins (Pseudoplatystoma spp.) ","GRANEL SÓLIDO","Com carga "
"Embarque","CB","MADEIRA","301","3/15/2025 13:35","3","2025","3/15/2925 13:35","2025","","Traíra (Hoplias malabaricus & H. cf. lacerdae) ","GRANEL SÓLIDO","Sem carga "
"Desembarque","CB","MALASIA","301","23/03/2025 20:45","3","2025","374558.24658414","2025","","Piaus (Leporinus spp.) ","GRANEL SÓLIDO","-- Plastificados "
"Desembarque","CB","MALAVI","301","23/03/2025 20:45","3","2025","374558.24658414","2025","","Tainhas (Mugil spp.) ","GRANEL SÓLIDO","- Nitratos de celulose (incluindo os colódios)"
"Desembarque","LC","MALDIVAS","301","3/10/2025 8:30","3","2025","3/8/2925 8:31","2025","","Pirarucu (Arapaima gigas) ","GRANEL SÓLIDO","Com carga "
"Desembarque","LC","MALI","301","3/10/2025 8:30","3","2025","3/8/2925 8:31","2025","","Pescadas (Cynoscion spp.) ","GRANEL SÓLIDO","Sem carga"
"Embarque","CB","MALTA","301","04/04/2025 13:00","4","2025","11/11/2925 13:04","2025","","Piramutaba (Brachyplatystoma vaillantii), dourada (Brachyplatystoma flavicans), pacu (Piaractus mesopotamicus), tambaqui (Colossoma macropomum) e tambacu (híbrido de tambaqui e pacu)","GRANEL SÓLIDO","Em álcool, com um teor de não voláteis igual ou superior a 65 %, em peso "
"Embarque","CB","MAN, ILHA DE","102","23/03/2025 08:58","3","2025","3/23/2925 8:58","2025","","Piramutaba (Brachyplatystoma vaillantii) ","GRANEL LÍQUIDO","Outros "
"Embarque","CB","MARIANAS DO NORTE","102","23/03/2025 08:58","3","2025","3/23/2925 8:58","2025","","Dourada (Brachyplatystoma flavicans) ","GRANEL LÍQUIDO","- Éteres de celulose:"
"Embarque","CB","MARROCOS","102","23/03/2025 08:58","3","2025","3/23/2925 8:58","2025","","Pacu (Piaractus mesopotamicus) ","GRANEL LÍQUIDO","-- Carboximetilcelulose e seus sais"
"Embarque","CB","MARSHALL, ILHAS","102","23/03/2025 08:58","3","2025","3/23/2925 8:58","2025","","Tambaqui (Colossoma macropomum) ","GRANEL LÍQUIDO","Carboximetilcelulose"
"Embarque","LC","MARTINICA","202","26/03/2025 17:15","3","2025","3/26/2925 17:15","2025","","Tambacu (híbrido de tambaqui e pacu) ","GRANEL SÓLIDO","Com um teor de carboximetilcelulose igual ou superior a 75 %, em peso "
"Embarque","LC","MAURICIO","202","26/03/2025 17:15","3","2025","3/26/2925 17:15","2025","","Outros ","GRANEL SÓLIDO","Outros "
"Embarque","CB","MAURITANIA","202","21/03/2025 00:45","3","2025","3/21/2925 4:55","2025",""," Fígados, ovas, gônadas masculinas, barbatanas, cabeças, caudas, bexigasnatatórias e outros subprodutos comestíveis de peixes","GRANEL SÓLIDO","Sais"
"Embarque","CB","MEXICO","202","21/03/2025 00:45","3","2025","3/21/2925 4:55","2025",""," Fígados, ovas e gônadas masculinas ","GRANEL SÓLIDO","Com um teor de sais igual ou superior a 75 %, em peso "
"Embarque","CB","MIANMAR","202","21/03/2025 00:45","3","2025","3/21/2925 4:55","2025","","       Ovas de tainhas (Mugil spp.)","GRANEL SÓLIDO","Outros "
"Embarque","CB","MICRONESIA","202","21/03/2025 00:45","3","2025","3/21/2925 4:55","2025","","       Outros","GRANEL SÓLIDO","-- Outros"
"Embarque","CB","MIDWAY","202","21/03/2025 00:45","3","2025","3/21/2925 4:55","2025",""," Barbatanas de tubarão ","GRANEL SÓLIDO","Metil-, etil- e propilcelulose, hidroxiladas "
"Embarque","LC","MOCAMBIQUE","202","30/03/2025 07:15","3","2025","3/31/2925 7:15","2025",""," Outros ","GRANEL SÓLIDO","Outras metilceluloses "
"Embarque","LC","MOLDAVIA","202","30/03/2025 07:15","3","2025","3/31/2925 7:15","2025","","Peixes congelados, exceto os filés (filetes) de peixes e outra carne de peixes da posição 03.04.","GRANEL SÓLIDO","Outras etilceluloses "
"Embarque","LC","MONACO","202","30/03/2025 07:15","3","2025","3/31/2925 7:15","2025",""," Salmonídeos, exceto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99","GRANEL SÓLIDO","Outros "
"Embarque","CB","MONGOLIA","101","06/04/2025 15:35","4","2025","11/3/2925 15:35","2025",""," Salmãodopacífico (salmãovermelho) (Oncorhynchus nerka) ","GRANEL LÍQUIDO","- Outros"
"Embarque","CB","MONTENEGRO","101","06/04/2025 15:35","4","2025","11/3/2925 15:35","2025",""," Outros salmõesdopacífico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus) ","GRANEL LÍQUIDO","Propionato de celulose "
"Embarque","CB","MONTSERRAT","101","06/04/2025 15:35","4","2025","11/3/2925 15:35","2025",""," Salmãodoatlântico (Salmo salar) e salmãododanúbio (Hucho hucho) ","GRANEL LÍQUIDO","Acetobutanoato de celulose "
"Embarque","CB","NAMIBIA","101","06/04/2025 15:35","4","2025","11/3/2925 15:35","2025",""," Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster) ","GRANEL LÍQUIDO","Celulose microcristalina"
"Embarque","CB","NAURU","101","06/04/2025 15:35","4","2025","11/3/2925 15:35","2025",""," Outros ","GRANEL LÍQUIDO","Em pó "
"Embarque","CB","NEPAL","101","06/04/2025 15:35","4","2025","11/3/2925 15:35","2025",""," Tilápias (Oreochromis spp.), bagres (peixesgato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), enguias (Anguilla spp.), percadonilo (Lates niloticus) e peixes cabeçade serpente (Channa spp.), exceto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99","GRANEL LÍQUIDO","Outras "
"Desembarque","LC","NICARAGUA","201","26/03/2025 17:45","3","2025","3/26/2925 17:55","2025",""," Tilápias (Oreochromis spp.) ","GRANEL SÓLIDO","Outras celuloses, em pó "
"Desembarque","LC","NIGER","201","26/03/2025 17:45","3","2025","3/26/2925 17:55","2025",""," Bagres (Peixesgato*) (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","GRANEL SÓLIDO","Outros "
"Desembarque","LC","NIGERIA","201","26/03/2025 17:45","3","2025","3/26/2925 17:55","2025","","Bagre americano (Ictalurus punctatus) ","GRANEL SÓLIDO","Polímeros naturais (ácido algínico, por exemplo) e polímeros naturais modificados (por exemplo, proteínas endurecidas, derivados químicos da borracha natural), não especificados nem compreendidos noutras posições, em formas primárias."
"Desembarque","LC","NIUE","201","26/03/2025 17:45","3","2025","3/26/2925 17:55","2025","","Outros ","GRANEL SÓLIDO","- Ácido algínico, seus sais e seus ésteres "
"Desembarque","LC","NORFOLK, ILHA","301","28/03/2025 07:25","3","2025","3/16/2925 7:25","2025",""," Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) ","GRANEL SÓLIDO","- Outros"
"Desembarque","LC","NORUEGA","301","28/03/2025 07:25","3","2025","3/16/2925 7:25","2025",""," Enguias (Anguilla spp.) ","GRANEL SÓLIDO","Derivados químicos da borracha natural"
"Embarque","CB","NOVA CALEDONIA","301","26/03/2025 14:20","3","2025","3/26/2925 22:29","2025",""," Outros ","GRANEL SÓLIDO","Borracha clorada ou cloridratada, nas formas previstas na Nota 6 b) deste Capítulo "
"Desembarque","CB","NOVA ZELANDIA","201","28/03/2025 09:15","3","2025","3/16/2925 9:15","2025",""," Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae e Citharidae), exceto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99","GRANEL SÓLIDO","Borracha clorada, noutras formas "
"Desembarque","CB","OMA","201","28/03/2025 09:15","3","2025","3/16/2925 9:15","2025",""," Linguadosgigantes (Alabotes*) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus,
Hippoglossus stenolepis) ","GRANEL SÓLIDO","Outros "
"Desembarque","LC","PACIFICO, ILHAS DO (POSSESSAO DOS EUA)","201","28/03/2025 09:15","3","2025","3/16/2925 9:15","2025",""," Solha (Pleuronectes platessa) ","GRANEL SÓLIDO","Goma xantana "
"Embarque","LC","PALAU","202","11/04/2025 17:00","4","2025","11/11/2925 17:04","2025",""," Linguados (Solea spp.) ","GRANEL SÓLIDO","Dextrana "
"Embarque","LC","PALESTINA","101","3/26/2025 23:50","3","2025","3/26/2925 23:50","2025",""," Pregado (Psetta maxima) ","GRANEL LÍQUIDO","Proteínas endurecidas "
"Embarque","CB","PANAMA","102","4/6/2025 13:23","4","2025","11/3/2925 13:23","2025",""," Outros ","GRANEL LÍQUIDO","Quitosan (Chitosan), seus sais ou seus derivados "
"Embarque","CB","PAPUA NOVA GUINE","102","4/6/2025 13:23","4","2025","11/3/2925 13:23","2025",""," Atuns (do gênero Thunnus), bonitolistrado (gaiado*) (Katsuwonus pelamis), exceto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99","GRANEL LÍQUIDO","Sulfato de condroitina "
"Embarque","CB","PAQUISTAO","102","4/6/2025 13:23","4","2025","11/3/2925 13:23","2025",""," Albacorabranca (atum) (Thunnus alalunga) ","GRANEL LÍQUIDO","Outros "
"Embarque","CB","PARAGUAI","102","4/6/2025 13:23","4","2025","11/3/2925 13:23","2025",""," Albacoralaje (atum) (Thunnus albacares) ","GRANEL LÍQUIDO","Permutadores de íons à base de polímeros das posições 39.01 a 39.13, em formas primárias."
"Embarque","CB","PERU","102","4/6/2025 13:23","4","2025","11/3/2925 13:23","2025",""," Bonitolistrado (Gaiado*) (Katsuwonus pelamis) ","GRANEL LÍQUIDO","De poliestireno e seus copolímeros"
"Embarque","CB","PITCAIRN","102","4/6/2025 13:23","4","2025","11/3/2925 13:23","2025",""," Albacorabandolim (atum) (Thunnus obesus) ","GRANEL LÍQUIDO","De copolímeros de estireno-divinilbenzeno, sulfonados "
"Embarque","CB","POLINESIA FRANCESA","102","4/6/2025 13:23","4","2025","11/3/2925 13:23","2025",""," Atunsazuis (atuns) (Thunnus thynnus, Thunnus orientalis) ","GRANEL LÍQUIDO","Outros "
"Embarque","CB","POLONIA","101","3/29/2025 10:05","3","2025","3/29/2925 8:05","2025",""," Atumazul do sul (atum) (Thunnus maccoyii) ","GRANEL LÍQUIDO","Outros "
"Embarque","CB","PORTO RICO","101","3/29/2025 10:05","3","2025","3/29/2925 8:05","2025",""," Outros ","GRANEL LÍQUIDO","Desperdícios, resíduos e aparas, de plástico."
"Embarque","CB","PORTUGAL","101","3/29/2025 10:05","3","2025","3/29/2925 8:05","2025",""," Arenques (Clupea harengus, Clupea pallasii), anchovas (biqueirões*) (Engraulis spp.), sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus), cavalinhas (sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus), cavalasdoíndico (Rastrelliger spp.), serras (Scomberomorus spp.), carapaus (Trachurus spp.), xaréus (Caranx spp.), bijupirá (cobia*) (Rachycentron canadum), pamposprateado (Pampus spp.), agulhãodojapão (Cololabis saira), charros (Decapterus spp.), capelim (Mallotus villosus), espadarte (Xiphias gladius), mermaoriental (Euthynnus affinis), bonitos (Sarda spp.), espadins, marlins, veleiros (Istiophoridae), exceto subprodutos comestíveis de
peixes das subposições 0303.91 a 0303.99","GRANEL LÍQUIDO","- De polímeros de etileno "
"Embarque","CB","QUENIA","101","3/29/2025 10:05","3","2025","3/29/2925 8:05","2025",""," Arenques (Clupea harengus, Clupea pallasii) ","GRANEL LÍQUIDO","- De polímeros de estireno "
"Embarque","CB","QUIRGUISTAO","102","31/03/2025 14:07","3","2025","3/31/2925 22:07","2025",""," Sardinhas (Sardina pilchardus, Sardinops spp., Sardinella spp.) (Sardinha (Sardina pilchardus) e sardinelas (Sardinops spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus) ","GRANEL LÍQUIDO","- De polímeros de cloreto de vinila "
"Embarque","CB","REINO UNIDO","102","31/03/2025 14:07","3","2025","3/31/2925 22:07","2025",""," Cavalinhas (Sardas e cavalas*) (Scomber scombrus, Scomber australasicus, Scomber japonicus) ","GRANEL LÍQUIDO","- De outro plástico "
"Embarque","CB","REPUBLICA CENTRO-AFRICANA","102","31/03/2025 14:07","3","2025","3/31/2925 22:07","2025",""," Carapaus (Trachurus spp.) ","GRANEL LÍQUIDO","Monofilamentos cuja maior dimensão da seção transversal seja superior a 1 mm (monofios), varas, bastões e perfis, mesmo trabalhados à superfície, mas não trabalhados de outro modo, de plástico."
"Embarque","CB","REPUBLICA DEMOCRATICA DO CONGO","102","31/03/2025 14:07","3","2025","3/31/2925 22:07","2025",""," Bijupirá (Cobia*) (Rachycentron canadum) ","GRANEL LÍQUIDO","- De polímeros de etileno "
"Embarque","CB","REPUBLICA DOMINICANA","102","31/03/2025 14:07","3","2025","3/31/2925 22:07","2025",""," Espadarte (Xiphias gladius) ","GRANEL LÍQUIDO","- De polímeros de cloreto de vinila "
"Embarque","CB","REPUBLICA TCHECA","102","31/03/2025 14:07","3","2025","3/31/2925 22:07","2025",""," Outros","GRANEL LÍQUIDO","Forros de poli(cloreto de vinila) (PVC) utilizados na construção civil"
"Desembarque","LC","REUNIAO","201","31/03/2025 07:25","3","2025","3/31/2925 7:25","2025","","Espadins, marlins, veleiros (Istiophoridae) ","GRANEL SÓLIDO","- De outro plástico"
"Desembarque","LC","AFEGANISTAO","301","03/04/2025 01:00","4","2025","11/3/2925 1:04","2025","","Anchoita (Engraulis anchoita) ","GRANEL SÓLIDO","Monofilamentos "
"Desembarque","LC","AFRICA DO SUL","301","03/04/2025 01:00","4","2025","11/3/2925 1:04","2025","","Outros ","GRANEL SÓLIDO","Outros "
"Embarque","CB","ALBANIA","201","05/04/2025 07:40","4","2025","11/5/2925 7:40","2025",""," Peixes das famílias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae,
Merlucciidae, Moridae e Muraenolepididae, exceto subprodutos comestíveis de peixes das subposições
0303.91 a 0303.99","GRANEL SÓLIDO","Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico."
"Embarque","CB","ALEMANHA","201","05/04/2025 07:40","4","2025","11/5/2925 7:40","2025",""," Bacalhaudoatlântico (Gadus morhua), bacalhaudagroelândia (Gadus ogac) e bacalhaudopacífico (Gadus macrocephalus) ","GRANEL SÓLIDO","- Tripas artificiais de proteínas endurecidas ou de plástico celulósico"
"Embarque","CB","ANDORRA","201","05/04/2025 07:40","4","2025","11/5/2925 7:40","2025",""," Hadoque (Arinca*) (Melanogrammus aeglefinus) ","GRANEL SÓLIDO","De proteínas endurecidas "
"Embarque","CB","ANGOLA","301","4/10/2025 7:20","4","2025","11/8/2925 7:29","2025",""," Saithe (Escamudo*) (Pollachius virens) ","GRANEL SÓLIDO","De plástico celulósico"
"Desembarque","CB","ANGUILLA","201","02/04/2025 15:30","4","2025","11/2/2925 15:31","2025",""," Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.) ","GRANEL SÓLIDO","Fibrosas, de celulose regenerada, de diâmetro igual ou superior a 150 mm "
"Desembarque","CB","ANTIGUA E BARBUDA","201","02/04/2025 15:30","4","2025","11/2/2925 15:31","2025",""," Polacadoalasca (Escamudodoalasca*) (Theragra chalcogramma) ","GRANEL SÓLIDO","Outras "
"Embarque","CB","ANTILHAS HOLANDESAS","202","31/03/2025 21:50","3","2025","3/31/2925 21:50","2025",""," Verdinhos (Micromesistius poutassou, Micromesistius australis) ","GRANEL SÓLIDO","- Tubos rígidos:"
"Embarque","CB","ARABIA SAUDITA","202","4/5/2025 7:40","4","2025","11/5/2925 7:40","2025",""," Outros","GRANEL SÓLIDO","-- De polímeros de etileno "
"Embarque","LC","ARGELIA","201","09/04/2025 11:20","4","2025","11/9/2925 11:29","2025","","Merluza rosada (Macruronus magellanicus) ","GRANEL SÓLIDO","-- De polímeros de propileno"
"Embarque","LC","ARGENTINA","201","09/04/2025 11:20","4","2025","11/9/2925 11:29","2025","","Outros ","GRANEL SÓLIDO","De seção transversal interna redonda de diâmetro inferior a  6 mm e externa hexagonal"
"Desembarque","LC","ARMENIA","201","09/04/2025 11:20","4","2025","11/9/2925 11:29","2025",""," Outros peixes, exceto subprodutos comestíveis de peixes das subposições 0303.91 a 0303.99","GRANEL SÓLIDO","Outros"
"Desembarque","LC","ARUBA","201","09/04/2025 11:20","4","2025","11/9/2925 11:29","2025",""," Cação e outros tubarões","GRANEL SÓLIDO","-- De polímeros de cloreto de vinila "
"Desembarque","LC","AUSTRALIA","201","11/04/2025 04:35","4","2025","11/11/2925 11:35","2025","","Tubarãoazul (Prionace glauca)","GRANEL SÓLIDO","-- De outro plástico "
"Desembarque","LC","AUSTRIA","201","11/04/2025 04:35","4","2025","11/11/2925 11:35","2025","","Inteiro ","GRANEL SÓLIDO","- Outros tubos:"
"Desembarque","LC","AZERBAIDJAO","201","11/04/2025 04:35","4","2025","11/11/2925 11:35","2025","","Eviscerado, sem cabeça e sem barbatanas ","GRANEL SÓLIDO","-- Tubos flexíveis podendo suportar uma pressão de, pelo menos, 27,6 MPa "
"Desembarque","LC","BAHAMAS, ILHAS","201","11/04/2025 04:35","4","2025","11/11/2925 11:35","2025","","Em pedaços, com pele ","GRANEL SÓLIDO","-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias,
sem acessórios"
